;  LST file generated by mikroListExporter - v.2.0 
; Date/Time: 31/08/2020 15:41:34
;----------------------------------------------

;Address Opcode 	ASM
;__Lib_MathDouble.c,508 :: 		
0x088C	0x0E02      	MOVLW       2
;__Lib_MathDouble.c,509 :: 		
0x088E	0x6E0C      	MOVWF       R12, 0
;__Lib_MathDouble.c,511 :: 		
0x0890	0xDDA7      	RCALL       _SETFUN32
;__Lib_MathDouble.c,513 :: 		
0x0892	0xF004EF4E  	GOTO        NORM32EEE
;__Lib_MathDouble.c,514 :: 		
JMPNFIXSIGN32:
;__Lib_MathDouble.c,515 :: 		
0x0896	0x0E04      	MOVLW       4
;__Lib_MathDouble.c,516 :: 		
0x0898	0x6E0C      	MOVWF       R12, 0
;__Lib_MathDouble.c,518 :: 		
0x089A	0xDD9E      	RCALL       _FIXSIGN32
;__Lib_MathDouble.c,520 :: 		
NORM32EEE:
;__Lib_MathDouble.c,527 :: 		
L_end_NRM3232:
0x089C	0x0012      	RETURN      0
; end of _NRM3232
_Div_32x32_FP:
;__Lib_MathDouble.c,1325 :: 		
;__Lib_MathDouble.c,1339 :: 		
0x089E	0x5004      	MOVF        R4, 0 
0x08A0	0x0A00      	XORLW       0
0x08A2	0xE112      	BNZ         L_Div_32x32_FP11
;__Lib_MathDouble.c,1340 :: 		
0x08A4	0x5005      	MOVF        R5, 0 
0x08A6	0x0A00      	XORLW       0
0x08A8	0xE10F      	BNZ         L_Div_32x32_FP12
;__Lib_MathDouble.c,1341 :: 		
0x08AA	0x5006      	MOVF        R6, 0 
0x08AC	0x0A00      	XORLW       0
0x08AE	0xE10C      	BNZ         L_Div_32x32_FP13
;__Lib_MathDouble.c,1342 :: 		
0x08B0	0x5007      	MOVF        R7, 0 
0x08B2	0x0A00      	XORLW       0
0x08B4	0xE109      	BNZ         L_Div_32x32_FP14
;__Lib_MathDouble.c,1343 :: 		
0x08B6	0x0EFF      	MOVLW       255
0x08B8	0x6E00      	MOVWF       R0 
;__Lib_MathDouble.c,1344 :: 		
0x08BA	0x0EFF      	MOVLW       255
0x08BC	0x6E01      	MOVWF       R1 
;__Lib_MathDouble.c,1345 :: 		
0x08BE	0x0E7F      	MOVLW       127
0x08C0	0x6E02      	MOVWF       R2 
;__Lib_MathDouble.c,1346 :: 		
0x08C2	0x0EFF      	MOVLW       255
0x08C4	0x6E03      	MOVWF       R3 
;__Lib_MathDouble.c,1347 :: 		
0x08C6	0xD0A4      	BRA         L_end_Div_32x32_FP
;__Lib_MathDouble.c,1348 :: 		
L_Div_32x32_FP14:
L_Div_32x32_FP13:
L_Div_32x32_FP12:
L_Div_32x32_FP11:
;__Lib_MathDouble.c,1353 :: 		
0x08C8	0x6A08      	CLRF        R8, 0
;__Lib_MathDouble.c,1354 :: 		
0x08CA	0x6A09      	CLRF        R9, 0
;__Lib_MathDouble.c,1356 :: 		
0x08CC	0x5007      	MOVF        R7, 0, 0
;__Lib_MathDouble.c,1357 :: 		
0x08CE	0xB4D8      	BTFSC       STATUS, 2, 0
;__Lib_MathDouble.c,1358 :: 		
0x08D0	0xF004EFFA  	GOTO        JPDSETFDZ32
;__Lib_MathDouble.c,1360 :: 		
0x08D4	0x5003      	MOVF        R3, 0, 0
;__Lib_MathDouble.c,1361 :: 		
0x08D6	0xB4D8      	BTFSC       STATUS, 2, 0
;__Lib_MathDouble.c,1362 :: 		
0x08D8	0xF004EFFE  	GOTO        JPDRES032
;__Lib_MathDouble.c,1364 :: 		
0x08DC	0x5002      	MOVF        R2, 0, 0
;__Lib_MathDouble.c,1365 :: 		
0x08DE	0x1806      	XORWF       R6, 0, 0
;__Lib_MathDouble.c,1366 :: 		
0x08E0	0x6E0A      	MOVWF       R10, 0
;__Lib_MathDouble.c,1367 :: 		
0x08E2	0x8E02      	BSF         R2, 7, 0
;__Lib_MathDouble.c,1368 :: 		
0x08E4	0x8E06      	BSF         R6, 7, 0
;__Lib_MathDouble.c,1370 :: 		
0x08E6	0x6A0E      	CLRF        R14, 0
;__Lib_MathDouble.c,1371 :: 		
0x08E8	0xF008C002  	MOVFF       R2, R8
;__Lib_MathDouble.c,1372 :: 		
0x08EC	0xF00CC001  	MOVFF       R1, R12
;__Lib_MathDouble.c,1373 :: 		
0x08F0	0xF00DC000  	MOVFF       R0, R13
;__Lib_MathDouble.c,1375 :: 		
0x08F4	0x5004      	MOVF        R4, 0, 0
;__Lib_MathDouble.c,1376 :: 		
0x08F6	0x5E0D      	SUBWF       R13, 1, 0
;__Lib_MathDouble.c,1377 :: 		
0x08F8	0x5005      	MOVF        R5, 0, 0
;__Lib_MathDouble.c,1378 :: 		
0x08FA	0xA0D8      	BTFSS       STATUS, 0, 0
;__Lib_MathDouble.c,1379 :: 		
0x08FC	0x3C05      	INCFSZ      R5, 0, 0
;__Lib_MathDouble.c,1381 :: 		
0x08FE	0x5E0C      	SUBWF       R12, 1, 0
;__Lib_MathDouble.c,1382 :: 		
0x0900	0x5006      	MOVF        R6, 0, 0
;__Lib_MathDouble.c,1383 :: 		
0x0902	0xA0D8      	BTFSS       STATUS, 0, 0
;__Lib_MathDouble.c,1384 :: 		
0x0904	0x3C06      	INCFSZ      R6, 0, 0
;__Lib_MathDouble.c,1386 :: 		
0x0906	0x5E08      	SUBWF       R8, 1, 0
;__Lib_MathDouble.c,1387 :: 		
0x0908	0x6A08      	CLRF        R8, 0
;__Lib_MathDouble.c,1388 :: 		
0x090A	0x6A0C      	CLRF        R12, 0
;__Lib_MathDouble.c,1389 :: 		
0x090C	0x6A0D      	CLRF        R13, 0
;__Lib_MathDouble.c,1390 :: 		
0x090E	0xA0D8      	BTFSS       STATUS, 0, 0
;__Lib_MathDouble.c,1391 :: 		
0x0910	0xF004EF91  	GOTO        DALIGN32OK
;__Lib_MathDouble.c,1393 :: 		
0x0914	0x90D8      	BCF         STATUS, 0, 0
;__Lib_MathDouble.c,1394 :: 		
0x0916	0x3202      	RRCF        R2, 1, 0
;__Lib_MathDouble.c,1395 :: 		
0x0918	0x3201      	RRCF        R1, 1, 0
;__Lib_MathDouble.c,1396 :: 		
0x091A	0x3200      	RRCF        R0, 1, 0
;__Lib_MathDouble.c,1397 :: 		
0x091C	0x3208      	RRCF        R8, 1, 0
;__Lib_MathDouble.c,1398 :: 		
0x091E	0x0E01      	MOVLW       1
;__Lib_MathDouble.c,1399 :: 		
0x0920	0x6E0E      	MOVWF       R14, 0
;__Lib_MathDouble.c,1400 :: 		
DALIGN32OK:
;__Lib_MathDouble.c,1401 :: 		
0x0922	0x5007      	MOVF        R7, 0, 0
;__Lib_MathDouble.c,1402 :: 		
0x0924	0x5E03      	SUBWF       R3, 1, 0
;__Lib_MathDouble.c,1403 :: 		
0x0926	0xA0D8      	BTFSS       STATUS, 0, 0
;__Lib_MathDouble.c,1404 :: 		
0x0928	0xF004EF9E  	GOTO        ALTB32
;__Lib_MathDouble.c,1406 :: 		
0x092C	0x0E7E      	MOVLW       126
;__Lib_MathDouble.c,1407 :: 		
0x092E	0x240E      	ADDWF       R14, 0, 0
;__Lib_MathDouble.c,1408 :: 		
0x0930	0x2603      	ADDWF       R3, 1, 0
;__Lib_MathDouble.c,1409 :: 		
0x0932	0xB0D8      	BTFSC       STATUS, 0, 0
;__Lib_MathDouble.c,1410 :: 		
0x0934	0xF005EF02  	GOTO        JPDSETFOV32
;__Lib_MathDouble.c,1411 :: 		
0x0938	0xF004EFA4  	GOTO        DARGOK32
;__Lib_MathDouble.c,1412 :: 		
ALTB32:
;__Lib_MathDouble.c,1413 :: 		
0x093C	0x0E7E      	MOVLW       126
;__Lib_MathDouble.c,1414 :: 		
0x093E	0x240E      	ADDWF       R14, 0, 0
;__Lib_MathDouble.c,1415 :: 		
0x0940	0x2603      	ADDWF       R3, 1, 0
;__Lib_MathDouble.c,1416 :: 		
0x0942	0xA0D8      	BTFSS       STATUS, 0, 0
;__Lib_MathDouble.c,1417 :: 		
0x0944	0xF005EF06  	GOTO        JPDSETFUN32
;__Lib_MathDouble.c,1418 :: 		
DARGOK32:
;__Lib_MathDouble.c,1419 :: 		
0x0948	0x0E18      	MOVLW       24
;__Lib_MathDouble.c,1420 :: 		
0x094A	0x6E0B      	MOVWF       R11, 0
;__Lib_MathDouble.c,1421 :: 		
DLOOP32:
;__Lib_MathDouble.c,1422 :: 		
0x094C	0x360D      	RLCF        R13, 1, 0
;__Lib_MathDouble.c,1423 :: 		
0x094E	0x360C      	RLCF        R12, 1, 0
;__Lib_MathDouble.c,1424 :: 		
0x0950	0x3608      	RLCF        R8, 1, 0
;__Lib_MathDouble.c,1425 :: 		
0x0952	0x3600      	RLCF        R0, 1, 0
;__Lib_MathDouble.c,1426 :: 		
0x0954	0x3601      	RLCF        R1, 1, 0
;__Lib_MathDouble.c,1427 :: 		
0x0956	0x3602      	RLCF        R2, 1, 0
;__Lib_MathDouble.c,1428 :: 		
0x0958	0x360E      	RLCF        R14, 1, 0
;__Lib_MathDouble.c,1430 :: 		
0x095A	0x5004      	MOVF        R4, 0, 0
;__Lib_MathDouble.c,1431 :: 		
0x095C	0x5E00      	SUBWF       R0, 1, 0
;__Lib_MathDouble.c,1432 :: 		
0x095E	0x5005      	MOVF        R5, 0, 0
;__Lib_MathDouble.c,1433 :: 		
0x0960	0xA0D8      	BTFSS       STATUS, 0, 0
;__Lib_MathDouble.c,1434 :: 		
0x0962	0x3C05      	INCFSZ      R5, 0, 0
;__Lib_MathDouble.c,1436 :: 		
0x0964	0x5E01      	SUBWF       R1, 1, 0
;__Lib_MathDouble.c,1437 :: 		
0x0966	0x5006      	MOVF        R6, 0, 0
;__Lib_MathDouble.c,1438 :: 		
0x0968	0xA0D8      	BTFSS       STATUS, 0, 0
;__Lib_MathDouble.c,1439 :: 		
0x096A	0x3C06      	INCFSZ      R6, 0, 0
;__Lib_MathDouble.c,1441 :: 		
0x096C	0x5E02      	SUBWF       R2, 1, 0
;__Lib_MathDouble.c,1442 :: 		
0x096E	0x3406      	RLCF        R6, 0, 0
;__Lib_MathDouble.c,1443 :: 		
0x0970	0x120E      	IORWF       R14, 1, 0
;__Lib_MathDouble.c,1444 :: 		
0x0972	0xA00E      	BTFSS       R14, 0, 0
;__Lib_MathDouble.c,1445 :: 		
0x0974	0xF004EFBF  	GOTO        DREST32
;__Lib_MathDouble.c,1446 :: 		
0x0978	0x800D      	BSF         R13, 0, 0
;__Lib_MathDouble.c,1447 :: 		
0x097A	0xF004EFCA  	GOTO        DOK32
;__Lib_MathDouble.c,1448 :: 		
DREST32:
;__Lib_MathDouble.c,1449 :: 		
0x097E	0x5004      	MOVF        R4, 0, 0
;__Lib_MathDouble.c,1450 :: 		
0x0980	0x2600      	ADDWF       R0, 1, 0
;__Lib_MathDouble.c,1451 :: 		
0x0982	0x5005      	MOVF        R5, 0, 0
;__Lib_MathDouble.c,1452 :: 		
0x0984	0xB0D8      	BTFSC       STATUS, 0, 0
;__Lib_MathDouble.c,1453 :: 		
0x0986	0x3C05      	INCFSZ      R5, 0, 0
;__Lib_MathDouble.c,1455 :: 		
0x0988	0x2601      	ADDWF       R1, 1, 0
;__Lib_MathDouble.c,1456 :: 		
0x098A	0x5006      	MOVF        R6, 0, 0
;__Lib_MathDouble.c,1457 :: 		
0x098C	0xB0D8      	BTFSC       STATUS, 0, 0
;__Lib_MathDouble.c,1458 :: 		
0x098E	0x2806      	INCF        R6, 0, 0
;__Lib_MathDouble.c,1459 :: 		
0x0990	0x2602      	ADDWF       R2, 1, 0
;__Lib_MathDouble.c,1460 :: 		
0x0992	0x900D      	BCF         R13, 0, 0
;__Lib_MathDouble.c,1461 :: 		
DOK32:
;__Lib_MathDouble.c,1462 :: 		
0x0994	0x2E0B      	DECFSZ      R11, 1, 0
;__Lib_MathDouble.c,1463 :: 		
0x0996	0xF004EFA6  	GOTO        DLOOP32
;__Lib_MathDouble.c,1467 :: 		
0x099A	0xF004EFF0  	GOTO        DIV32OK
;__Lib_MathDouble.c,1468 :: 		
0x099E	0x90D8      	BCF         STATUS, 0, 0
;__Lib_MathDouble.c,1469 :: 		
0x09A0	0x3600      	RLCF        R0, 1, 0
;__Lib_MathDouble.c,1470 :: 		
0x09A2	0x3601      	RLCF        R1, 1, 0
;__Lib_MathDouble.c,1471 :: 		
0x09A4	0x3602      	RLCF        R2, 1, 0
;__Lib_MathDouble.c,1472 :: 		
0x09A6	0x360E      	RLCF        R14, 1, 0
;__Lib_MathDouble.c,1474 :: 		
0x09A8	0x5004      	MOVF        R4, 0, 0
;__Lib_MathDouble.c,1475 :: 		
0x09AA	0x5E00      	SUBWF       R0, 1, 0
;__Lib_MathDouble.c,1476 :: 		
0x09AC	0x5005      	MOVF        R5, 0, 0
;__Lib_MathDouble.c,1477 :: 		
0x09AE	0xA0D8      	BTFSS       STATUS, 0, 0
;__Lib_MathDouble.c,1478 :: 		
0x09B0	0x3C05      	INCFSZ      R5, 0, 0
;__Lib_MathDouble.c,1479 :: 		
0x09B2	0x5E01      	SUBWF       R1, 1, 0
;__Lib_MathDouble.c,1480 :: 		
0x09B4	0x5006      	MOVF        R6, 0, 0
;__Lib_MathDouble.c,1481 :: 		
0x09B6	0xA0D8      	BTFSS       STATUS, 0, 0
;__Lib_MathDouble.c,1482 :: 		
0x09B8	0x3C06      	INCFSZ      R6, 0, 0
;__Lib_MathDouble.c,1483 :: 		
0x09BA	0x5E02      	SUBWF       R2, 1, 0
;__Lib_MathDouble.c,1484 :: 		
0x09BC	0x3406      	RLCF        R6, 0, 0
;__Lib_MathDouble.c,1485 :: 		
0x09BE	0x100E      	IORWF       R14, 0, 0
;__Lib_MathDouble.c,1486 :: 		
0x09C0	0x0B01      	ANDLW       1
;__Lib_MathDouble.c,1487 :: 		
0x09C2	0x260D      	ADDWF       R13, 1, 0
;__Lib_MathDouble.c,1488 :: 		
0x09C4	0xB0D8      	BTFSC       STATUS, 0, 0
;__Lib_MathDouble.c,1489 :: 		
0x09C6	0x2A0C      	INCF        R12, 1, 0
;__Lib_MathDouble.c,1490 :: 		
0x09C8	0xB4D8      	BTFSC       STATUS, 2, 0
;__Lib_MathDouble.c,1491 :: 		
0x09CA	0x2A08      	INCF        R8, 1, 0
;__Lib_MathDouble.c,1492 :: 		
0x09CC	0xA4D8      	BTFSS       STATUS, 2, 0
;__Lib_MathDouble.c,1493 :: 		
0x09CE	0xF004EFF0  	GOTO        DIV32OK
;__Lib_MathDouble.c,1494 :: 		
0x09D2	0x3208      	RRCF        R8, 1, 0
;__Lib_MathDouble.c,1495 :: 		
0x09D4	0x320C      	RRCF        R12, 1, 0
;__Lib_MathDouble.c,1496 :: 		
0x09D6	0x320D      	RRCF        R13, 1, 0
;__Lib_MathDouble.c,1497 :: 		
0x09D8	0x2A03      	INCF        R3, 1, 0
;__Lib_MathDouble.c,1498 :: 		
0x09DA	0xB4D8      	BTFSC       STATUS, 2, 0
;__Lib_MathDouble.c,1499 :: 		
0x09DC	0xF005EF02  	GOTO        JPDSETFOV32
;__Lib_MathDouble.c,1500 :: 		
DIV32OK:
;__Lib_MathDouble.c,1501 :: 		
0x09E0	0xAE0A      	BTFSS       R10, 7, 0
;__Lib_MathDouble.c,1502 :: 		
0x09E2	0x9E08      	BCF         R8, 7, 0
;__Lib_MathDouble.c,1503 :: 		
0x09E4	0x5008      	MOVF        R8, 0, 0
;__Lib_MathDouble.c,1504 :: 		
0x09E6	0x6E02      	MOVWF       R2, 0
;__Lib_MathDouble.c,1505 :: 		
0x09E8	0x500C      	MOVF        R12, 0, 0
;__Lib_MathDouble.c,1506 :: 		
0x09EA	0x6E01      	MOVWF       R1, 0
;__Lib_MathDouble.c,1507 :: 		
0x09EC	0x500D      	MOVF        R13, 0, 0
;__Lib_MathDouble.c,1508 :: 		
0x09EE	0x6E00      	MOVWF       R0, 0
;__Lib_MathDouble.c,1511 :: 		
0x09F0	0xF005EF08  	GOTO        DIV32EEE
;__Lib_MathDouble.c,1512 :: 		
JPDSETFDZ32:
;__Lib_MathDouble.c,1513 :: 		
0x09F4	0x0E01      	MOVLW       1
;__Lib_MathDouble.c,1516 :: 		
0x09F6	0xDDE6      	RCALL       _SETFDZ32
;__Lib_MathDouble.c,1518 :: 		
0x09F8	0xF005EF08  	GOTO        DIV32EEE
;__Lib_MathDouble.c,1519 :: 		
JPDRES032:
;__Lib_MathDouble.c,1520 :: 		
0x09FC	0x0E02      	MOVLW       2
;__Lib_MathDouble.c,1523 :: 		
0x09FE	0xDCE5      	RCALL       _RES032
;__Lib_MathDouble.c,1525 :: 		
0x0A00	0xF005EF08  	GOTO        DIV32EEE
;__Lib_MathDouble.c,1526 :: 		
JPDSETFOV32:
;__Lib_MathDouble.c,1527 :: 		
0x0A04	0x0E04      	MOVLW       4
;__Lib_MathDouble.c,1530 :: 		
0x0A06	0xDCD5      	RCALL       _SETFOV32
;__Lib_MathDouble.c,1532 :: 		
0x0A08	0xF005EF08  	GOTO        DIV32EEE
;__Lib_MathDouble.c,1533 :: 		
JPDSETFUN32:
;__Lib_MathDouble.c,1534 :: 		
0x0A0C	0x0E08      	MOVLW       8
;__Lib_MathDouble.c,1537 :: 		
0x0A0E	0xDCE8      	RCALL       _SETFUN32
;__Lib_MathDouble.c,1539 :: 		
DIV32EEE:
;__Lib_MathDouble.c,1547 :: 		
L_end_Div_32x32_FP:
0x0A10	0x0012      	RETURN      0
; end of _Div_32x32_FP
_Lcd_Chr:
;__Lib_Lcd.c,65 :: 		
;__Lib_Lcd.c,66 :: 		
0x0A12	0xD00F      	BRA         L_Lcd_Chr4
;__Lib_Lcd.c,67 :: 		
L_Lcd_Chr6:
0x0A14	0x0E80      	MOVLW       128
0x0A16	0x6E5B      	MOVWF       FARG_Lcd_Chr_row 
0x0A18	0xD019      	BRA         L_Lcd_Chr5
;__Lib_Lcd.c,68 :: 		
L_Lcd_Chr7:
0x0A1A	0x0EC0      	MOVLW       192
0x0A1C	0x6E5B      	MOVWF       FARG_Lcd_Chr_row 
0x0A1E	0xD016      	BRA         L_Lcd_Chr5
;__Lib_Lcd.c,69 :: 		
L_Lcd_Chr8:
0x0A20	0x0E94      	MOVLW       148
0x0A22	0x6E5B      	MOVWF       FARG_Lcd_Chr_row 
0x0A24	0xD013      	BRA         L_Lcd_Chr5
;__Lib_Lcd.c,70 :: 		
L_Lcd_Chr9:
0x0A26	0x0ED4      	MOVLW       212
0x0A28	0x6E5B      	MOVWF       FARG_Lcd_Chr_row 
0x0A2A	0xD010      	BRA         L_Lcd_Chr5
;__Lib_Lcd.c,71 :: 		
L_Lcd_Chr10:
0x0A2C	0x0E80      	MOVLW       128
0x0A2E	0x6E5B      	MOVWF       FARG_Lcd_Chr_row 
;__Lib_Lcd.c,72 :: 		
0x0A30	0xD00D      	BRA         L_Lcd_Chr5
L_Lcd_Chr4:
0x0A32	0x505B      	MOVF        FARG_Lcd_Chr_row, 0 
0x0A34	0x0A01      	XORLW       1
0x0A36	0xE0EE      	BZ          L_Lcd_Chr6
0x0A38	0x505B      	MOVF        FARG_Lcd_Chr_row, 0 
0x0A3A	0x0A02      	XORLW       2
0x0A3C	0xE0EE      	BZ          L_Lcd_Chr7
0x0A3E	0x505B      	MOVF        FARG_Lcd_Chr_row, 0 
0x0A40	0x0A03      	XORLW       3
0x0A42	0xE0EE      	BZ          L_Lcd_Chr8
0x0A44	0x505B      	MOVF        FARG_Lcd_Chr_row, 0 
0x0A46	0x0A04      	XORLW       4
0x0A48	0xE0EE      	BZ          L_Lcd_Chr9
0x0A4A	0xD7F0      	BRA         L_Lcd_Chr10
L_Lcd_Chr5:
;__Lib_Lcd.c,74 :: 		
0x0A4C	0x045C      	DECF        FARG_Lcd_Chr_column, 0 
0x0A4E	0x6E00      	MOVWF       R0 
0x0A50	0x505B      	MOVF        FARG_Lcd_Chr_row, 0 
0x0A52	0x2600      	ADDWF       R0, 1 
0x0A54	0xF05BC000  	MOVFF       R0, FARG_Lcd_Chr_row
;__Lib_Lcd.c,76 :: 		
0x0A58	0x8840      	BSF         __Lib_Lcd_cmd_status, BitPos(__Lib_Lcd_cmd_status+0) 
;__Lib_Lcd.c,77 :: 		
0x0A5A	0xF077C000  	MOVFF       R0, FARG_Lcd_Cmd_out_char
0x0A5E	0xDC6A      	RCALL       _Lcd_Cmd
;__Lib_Lcd.c,79 :: 		
0x0A60	0x9840      	BCF         __Lib_Lcd_cmd_status, BitPos(__Lib_Lcd_cmd_status+0) 
;__Lib_Lcd.c,80 :: 		
0x0A62	0xF077C05D  	MOVFF       FARG_Lcd_Chr_out_char, FARG_Lcd_Cmd_out_char
0x0A66	0xDC66      	RCALL       _Lcd_Cmd
;__Lib_Lcd.c,81 :: 		
0x0A68	0x8840      	BSF         __Lib_Lcd_cmd_status, BitPos(__Lib_Lcd_cmd_status+0) 
;__Lib_Lcd.c,82 :: 		
L_end_Lcd_Chr:
0x0A6A	0x0012      	RETURN      0
; end of _Lcd_Chr
_Button:
;__Lib_Button.c,6 :: 		
;__Lib_Button.c,8 :: 		
0x0A6C	0x0100      	MOVLB       0
0x0A6E	0x6B7E      	CLRF        Button_rslt_L0, 1
;__Lib_Button.c,11 :: 		
0x0A70	0xF001C07A  	MOVFF       FARG_Button_pin, R1
0x0A74	0x0E01      	MOVLW       1
0x0A76	0x6E00      	MOVWF       R0 
0x0A78	0x5001      	MOVF        R1, 0 
L__Button5:
0x0A7A	0xE004      	BZ          L__Button6
0x0A7C	0x3600      	RLCF        R0, 1 
0x0A7E	0x9000      	BCF         R0, 0 
0x0A80	0x0FFF      	ADDLW       255
0x0A82	0xD7FB      	BRA         L__Button5
L__Button6:
0x0A84	0xF07DC000  	MOVFF       R0, Button_pMask_L0
;__Lib_Button.c,13 :: 		
0x0A88	0xFFE9C078  	MOVFF       FARG_Button_port, FSR0L
0x0A8C	0xFFEAC079  	MOVFF       FARG_Button_port+1, FSR0H
0x0A90	0x5000      	MOVF        R0, 0 
0x0A92	0x14EE      	ANDWF       POSTINC0, 0 
0x0A94	0x6E01      	MOVWF       R1 
0x0A96	0x5201      	MOVF        R1, 1 
0x0A98	0x0E01      	MOVLW       1
0x0A9A	0xA4D8      	BTFSS       STATUS, 2 
0x0A9C	0x0E00      	MOVLW       0
0x0A9E	0x6E00      	MOVWF       R0 
0x0AA0	0x517C      	MOVF        FARG_Button_active_state, 0, 1
0x0AA2	0x1A00      	XORWF       R0, 1 
0x0AA4	0xE018      	BZ          L_Button0
;__Lib_Button.c,15 :: 		
L_Button1:
0x0AA6	0x517B      	MOVF        FARG_Button_time_ms, 0, 1
0x0AA8	0x0800      	SUBLW       0
0x0AAA	0xE204      	BC          L_Button2
;__Lib_Button.c,16 :: 		
0x0AAC	0xDE11      	RCALL       _Delay_500us
;__Lib_Button.c,17 :: 		
0x0AAE	0xDE10      	RCALL       _Delay_500us
;__Lib_Button.c,18 :: 		
0x0AB0	0x077B      	DECF        FARG_Button_time_ms, 1, 1
;__Lib_Button.c,19 :: 		
0x0AB2	0xD7F9      	BRA         L_Button1
L_Button2:
;__Lib_Button.c,21 :: 		
0x0AB4	0xFFE9C078  	MOVFF       FARG_Button_port, FSR0L
0x0AB8	0xFFEAC079  	MOVFF       FARG_Button_port+1, FSR0H
0x0ABC	0x517D      	MOVF        Button_pMask_L0, 0, 1
0x0ABE	0x14EE      	ANDWF       POSTINC0, 0 
0x0AC0	0x6E01      	MOVWF       R1 
0x0AC2	0x5201      	MOVF        R1, 1 
0x0AC4	0x0E01      	MOVLW       1
0x0AC6	0xA4D8      	BTFSS       STATUS, 2 
0x0AC8	0x0E00      	MOVLW       0
0x0ACA	0x6E00      	MOVWF       R0 
0x0ACC	0x517C      	MOVF        FARG_Button_active_state, 0, 1
0x0ACE	0x1A00      	XORWF       R0, 1 
0x0AD0	0xE002      	BZ          L_Button3
;__Lib_Button.c,22 :: 		
0x0AD2	0x0EFF      	MOVLW       255
0x0AD4	0x6F7E      	MOVWF       Button_rslt_L0, 1
L_Button3:
;__Lib_Button.c,23 :: 		
L_Button0:
;__Lib_Button.c,25 :: 		
0x0AD6	0xF000C07E  	MOVFF       Button_rslt_L0, R0
;__Lib_Button.c,26 :: 		
L_end_Button:
0x0ADA	0x0012      	RETURN      0
; end of _Button
_word2double:
;__Lib_MathDouble.c,2335 :: 		
;__Lib_MathDouble.c,2344 :: 		
0x0ADC	0x5000      	MOVF        R0, 0, 0
;__Lib_MathDouble.c,2345 :: 		
0x0ADE	0x6E08      	MOVWF       R8, 0
;__Lib_MathDouble.c,2346 :: 		
0x0AE0	0x5001      	MOVF        R1, 0, 0
;__Lib_MathDouble.c,2347 :: 		
0x0AE2	0x6E00      	MOVWF       R0, 0
;__Lib_MathDouble.c,2348 :: 		
0x0AE4	0x6A01      	CLRF        R1, 0
;__Lib_MathDouble.c,2349 :: 		
0x0AE6	0x6A02      	CLRF        R2, 0
;__Lib_MathDouble.c,2350 :: 		
0x0AE8	0x6A03      	CLRF        R3, 0
;__Lib_MathDouble.c,2353 :: 		
0x0AEA	0x6A0B      	CLRF        R11, 0
;__Lib_MathDouble.c,2354 :: 		
0x0AEC	0x6A0C      	CLRF        R12, 0
;__Lib_MathDouble.c,2356 :: 		
0x0AEE	0x0E96      	MOVLW       150
;__Lib_MathDouble.c,2357 :: 		
0x0AF0	0x6E03      	MOVWF       R3, 0
;__Lib_MathDouble.c,2358 :: 		
0x0AF2	0x6A0A      	CLRF        R10, 0
;__Lib_MathDouble.c,2360 :: 		
0x0AF4	0xF001C000  	MOVFF       R0, R1
;__Lib_MathDouble.c,2361 :: 		
0x0AF8	0xF000C008  	MOVFF       R8, R0
;__Lib_MathDouble.c,2362 :: 		
0x0AFC	0x6A08      	CLRF        R8, 0
;__Lib_MathDouble.c,2363 :: 		
0x0AFE	0x6A02      	CLRF        R2, 0
;__Lib_MathDouble.c,2365 :: 		
0x0B00	0xDE95      	RCALL       _NRM3232
;__Lib_MathDouble.c,2366 :: 		
L_end_word2double:
0x0B02	0x0012      	RETURN      0
; end of _word2double
_LongToStr:
;__Lib_Conversions.c,289 :: 		
;__Lib_Conversions.c,295 :: 		
0x0B04	0x6A5D      	CLRF        LongToStr_negative_L0 
0x0B06	0x6A5E      	CLRF        LongToStr_negative_L0+1 
;__Lib_Conversions.c,296 :: 		
0x0B08	0xF067C061  	MOVFF       FARG_LongToStr_input, LongToStr_inword_L0
0x0B0C	0xF068C062  	MOVFF       FARG_LongToStr_input+1, LongToStr_inword_L0+1
0x0B10	0xF069C063  	MOVFF       FARG_LongToStr_input+2, LongToStr_inword_L0+2
0x0B14	0xF06AC064  	MOVFF       FARG_LongToStr_input+3, LongToStr_inword_L0+3
;__Lib_Conversions.c,297 :: 		
0x0B18	0x0E80      	MOVLW       128
0x0B1A	0x0100      	MOVLB       0
0x0B1C	0x1964      	XORWF       FARG_LongToStr_input+3, 0, 1
0x0B1E	0x6E00      	MOVWF       R0 
0x0B20	0x0E80      	MOVLW       128
0x0B22	0x5C00      	SUBWF       R0, 0 
0x0B24	0xE108      	BNZ         L__LongToStr179
0x0B26	0x0E00      	MOVLW       0
0x0B28	0x5D63      	SUBWF       FARG_LongToStr_input+2, 0, 1
0x0B2A	0xE105      	BNZ         L__LongToStr179
0x0B2C	0x0E00      	MOVLW       0
0x0B2E	0x5D62      	SUBWF       FARG_LongToStr_input+1, 0, 1
0x0B30	0xE102      	BNZ         L__LongToStr179
0x0B32	0x0E00      	MOVLW       0
0x0B34	0x5D61      	SUBWF       FARG_LongToStr_input, 0, 1
L__LongToStr179:
0x0B36	0xE210      	BC          L_LongToStr63
;__Lib_Conversions.c,298 :: 		
0x0B38	0x0E01      	MOVLW       1
0x0B3A	0x6E5D      	MOVWF       LongToStr_negative_L0 
0x0B3C	0x0E00      	MOVLW       0
